Source URL,Target URL,Link Text,Link Type,Follow Type,HTTP Status,Redirect Chain,Content Type,In Navigation,Link Depth,Link Quality Score
https://dotfusion.com/,https://dotfusion.com/,,Internal Page,Follow,ERR,,html,No,0,80.00
https://dotfusion.com/,https://dotfusion.com/our-work,Our Work,Internal Page,Follow,ERR,,html,No,1,100.00
https://dotfusion.com/,https://dotfusion.com/services,Services,Internal Page,Follow,ERR,,html,No,1,100.00
https://dotfusion.com/,https://dotfusion.com/industries,Industries,Internal Page,Follow,ERR,,html,No,1,100.00
https://dotfusion.com/,https://dotfusion.com/blogs,Blog,Internal Page,Follow,ERR,,html,No,1,100.00
https://dotfusion.com/,https://dotfusion.com/podcasts,Podcasts,Internal Page,Follow,ERR,,html,No,1,100.00
https://dotfusion.com/,https://dotfusion.com/about,About Us,Internal Page,Follow,ERR,,html,No,1,100.00
https://dotfusion.com/,https://dotfusion.com/contact-us,Contact Us,Internal Page,Follow,ERR,,html,No,1,100.00
https://dotfusion.com/,https://dotfusion.com/our-work/moneris,,Internal Page,Follow,ERR,,html,No,2,80.00
https://dotfusion.com/,https://dotfusion.com/our-work/case-study-oxford-properties,,Internal Page,Follow,ERR,,html,No,2,80.00
https://dotfusion.com/,https://dotfusion.com/our-work/case-study-mitsubishi-electric,,Internal Page,Follow,ERR,,html,No,2,80.00
https://dotfusion.com/,https://dotfusion.com/our-work/case-study-intuit-website,,Internal Page,Follow,ERR,,html,No,2,80.00
https://dotfusion.com/,https://dotfusion.com/our-work/case-study-pizza-nova-app-website,,Internal Page,Follow,ERR,,html,No,2,80.00
https://dotfusion.com/,https://dotfusion.com/our-work/case-study-first-canadian-place,,Internal Page,Follow,ERR,,html,No,2,80.00
https://dotfusion.com/,https://dotfusion.com/our-work/case-study-sunwing-website,,Internal Page,Follow,ERR,,html,No,2,80.00
https://dotfusion.com/,https://dotfusion.com/our-work/case-study-world-exchange-plaza,QuadReal: Content Operations for a National PortfolioRetailQuadReal,Internal Page,Follow,ERR,,html,No,2,100.00
