timestamp,phase,step,decision_type,decision,rationale,data_source,confidence,outcome
2026-05-28T16:37:34.794Z,collect,start,phase_start,collect phase started,url=https://dotfusion.com pages=5 client=dotfusion-com date=2026-05-28,audit-pipeline.js,high,n-a
2026-05-28T16:37:34.795Z,collect,0,sitemap_discovery,audit-pipeline.js collect invoked,url=https://dotfusion.com pages=5 forceFresh=false client=dotfusion-com date=2026-05-28,audit-pipeline.js,high,n-a
2026-05-28T16:37:34.796Z,collect,1,anomaly,check-egress.js invoked,url=https://dotfusion.com,check-egress.js,high,n-a
2026-05-28T16:37:35.001Z,collect,1,anomaly,Egress clean,No VPN or DNS filter detected,check-egress.js,high,pass
2026-05-28T16:37:35.001Z,collect,2,sitemap_discovery,check-wellknown.js invoked,url=https://dotfusion.com,check-wellknown.js,high,n-a
2026-05-28T16:37:35.170Z,collect,2,sitemap_discovery,Well-known probe passed,Exit 0,check-wellknown.js,high,pass
2026-05-28T16:37:35.171Z,collect,3,anomaly,Results dir cleared: mx-outputs/audit/2026-05-28/dotfusion.com/.infill,"Fresh run — stale CSVs removed, cache preserved",audit-pipeline.js,high,pass
2026-05-28T16:37:35.171Z,collect,3a,sitemap_discovery,check-ai-usage.js invoked,url=https://dotfusion.com,check-ai-usage.js,high,n-a
2026-05-28T16:37:35.345Z,collect,3a,sitemap_discovery,AI Usage Declaration probe passed,Exit 0,check-ai-usage.js,high,pass
2026-05-28T16:37:36.659Z,collect,4,sitemap_discovery,Sitemap: https://dotfusion.com/sitemap.xml,Responded HTTP 200 to HEAD request,https://dotfusion.com/sitemap.xml,high,pass
2026-05-28T16:37:36.659Z,collect,5,sitemap_discovery,mx-reginald/audit/index.js invoked,entry=https://dotfusion.com/sitemap.xml htmlPagesRequested=5 crawlCap=7 (buffer=2 for non-HTML discovery files) forceFresh=false,mx-reginald/audit/index.js,high,n-a
2026-05-28T16:41:34.982Z,collect,5,score_summary,Crawler complete,Exit 0,mx-outputs/audit/2026-05-28/dotfusion.com/.infill,high,pass
2026-05-28T16:41:34.982Z,collect,5a,sitemap_discovery,discover-urls.js invoked,url=https://dotfusion.com out=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-05-28/dotfusion.com/.infill/discovery.json,discover-urls.js,high,n-a
2026-05-28T16:41:36.414Z,collect,5a,sitemap_discovery,Sitemap grading complete,discovery.json written — SITEMAP_* placeholders will be filled at report time,/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-05-28/dotfusion.com/.infill/discovery.json,high,pass
2026-05-28T16:41:36.415Z,collect,5b,sitemap_discovery,topup-pdfs-from-sitemap.js invoked,results=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-05-28/dotfusion.com/.infill,topup-pdfs-from-sitemap.js,high,n-a
2026-05-28T16:41:36.488Z,collect,5b,sitemap_discovery,Sitemap PDF topup complete,no append count parsed,topup-pdfs-from-sitemap.js,high,pass
2026-05-28T16:41:36.488Z,collect,5c,sitemap_discovery,capture-pdf-sample.js invoked,url=https://dotfusion.com out=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-05-28/dotfusion.com/.infill,capture-pdf-sample.js,high,n-a
2026-05-28T16:41:36.563Z,collect,5c,sitemap_discovery,PDF accessibility sample captured,no pdfCount parsed,capture-pdf-sample.js,high,pass
2026-05-28T16:41:36.563Z,collect,6,anomaly,error-page-test.js invoked,url=https://dotfusion.com,error-page-test.js,high,n-a
2026-05-28T16:41:37.141Z,collect,6,anomaly,Error page test passed,Exit 0,error-page-test.js,high,pass
2026-05-28T16:41:37.141Z,collect,7,agent_access,agent-access-test.js invoked,url=https://dotfusion.com out=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-05-28/dotfusion.com/.infill,agent-access-test.js,high,n-a
2026-05-28T16:41:59.089Z,collect,7,agent_access,Agent access test complete,Exit 0 — agent-access.json written to /Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-05-28/dotfusion.com/.infill,agent-access-test.js,high,pass
2026-05-28T16:41:59.089Z,collect,8,score_summary,check-served-rendered-gap.js invoked,resultsDir=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-05-28/dotfusion.com/.infill,check-served-rendered-gap.js,high,n-a
2026-05-28T16:41:59.158Z,collect,8,score_summary,No significant served/rendered gap,All AI suitability dimensions within 5-point threshold,mx-outputs/audit/2026-05-28/dotfusion.com/.infill/audit_averages.json,high,pass
