URL,Schema Type,Severity,Property,Why It Matters
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,jsonLd,location,byteOffset,jsonLd is present in served HTML but starts at byte 471367 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,microdata,location,byteOffset,microdata is present in served HTML but starts at byte 343092 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,Product,recommended,description,Product has no description; AI shopping agents have nothing to summarise
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,Product,recommended,sku,Product cannot be uniquely identified across catalogues
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,Product,recommended,brand,Product brand attribution missing
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,Offer,recommended,seller,Offer has no seller attribution
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,Offer,recommended,itemCondition,Offer has no new/used condition declared
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,Offer,recommended,url,Offer has no purchase URL; agents cannot deep-link to checkout
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,Product,recommended,aggregateRating,Product has no rating signal for ranking
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,jsonLd,location,byteOffset,jsonLd is present in served HTML but starts at byte 486908 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,microdata,location,byteOffset,microdata is present in served HTML but starts at byte 352385 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,Product,recommended,description,Product has no description; AI shopping agents have nothing to summarise
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,Product,recommended,sku,Product cannot be uniquely identified across catalogues
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,Product,recommended,brand,Product brand attribution missing
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,Offer,recommended,seller,Offer has no seller attribution
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,Offer,recommended,itemCondition,Offer has no new/used condition declared
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,Offer,recommended,url,Offer has no purchase URL; agents cannot deep-link to checkout
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,Product,recommended,aggregateRating,Product has no rating signal for ranking
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,jsonLd,location,byteOffset,jsonLd is present in served HTML but starts at byte 472649 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,microdata,location,byteOffset,microdata is present in served HTML but starts at byte 344156 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,Product,recommended,description,Product has no description; AI shopping agents have nothing to summarise
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,Product,recommended,sku,Product cannot be uniquely identified across catalogues
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,Product,recommended,brand,Product brand attribution missing
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,Offer,recommended,seller,Offer has no seller attribution
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,Offer,recommended,itemCondition,Offer has no new/used condition declared
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,Offer,recommended,url,Offer has no purchase URL; agents cannot deep-link to checkout
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,Product,recommended,aggregateRating,Product has no rating signal for ranking
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,jsonLd,location,byteOffset,jsonLd is present in served HTML but starts at byte 466181 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,microdata,location,byteOffset,microdata is present in served HTML but starts at byte 342241 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,Product,recommended,description,Product has no description; AI shopping agents have nothing to summarise
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,Product,recommended,sku,Product cannot be uniquely identified across catalogues
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,Product,recommended,brand,Product brand attribution missing
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,Offer,recommended,seller,Offer has no seller attribution
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,Offer,recommended,itemCondition,Offer has no new/used condition declared
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,Offer,recommended,url,Offer has no purchase URL; agents cannot deep-link to checkout
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,Product,recommended,aggregateRating,Product has no rating signal for ranking
https://neomwellbeing.com/products/happiness-standard-scented-candle,jsonLd,location,byteOffset,jsonLd is present in served HTML but starts at byte 490933 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/happiness-standard-scented-candle,microdata,location,byteOffset,microdata is present in served HTML but starts at byte 352825 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/happiness-standard-scented-candle,Product,recommended,description,Product has no description; AI shopping agents have nothing to summarise
https://neomwellbeing.com/products/happiness-standard-scented-candle,Product,recommended,sku,Product cannot be uniquely identified across catalogues
https://neomwellbeing.com/products/happiness-standard-scented-candle,Product,recommended,brand,Product brand attribution missing
https://neomwellbeing.com/products/happiness-standard-scented-candle,Offer,recommended,seller,Offer has no seller attribution
https://neomwellbeing.com/products/happiness-standard-scented-candle,Offer,recommended,itemCondition,Offer has no new/used condition declared
https://neomwellbeing.com/products/happiness-standard-scented-candle,Offer,recommended,url,Offer has no purchase URL; agents cannot deep-link to checkout
https://neomwellbeing.com/products/happiness-standard-scented-candle,Product,recommended,aggregateRating,Product has no rating signal for ranking
https://neomwellbeing.com/products/happiness-travel-scented-candle,jsonLd,location,byteOffset,jsonLd is present in served HTML but starts at byte 467661 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/happiness-travel-scented-candle,microdata,location,byteOffset,microdata is present in served HTML but starts at byte 342149 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/happiness-travel-scented-candle,Product,recommended,description,Product has no description; AI shopping agents have nothing to summarise
https://neomwellbeing.com/products/happiness-travel-scented-candle,Product,recommended,sku,Product cannot be uniquely identified across catalogues
https://neomwellbeing.com/products/happiness-travel-scented-candle,Product,recommended,brand,Product brand attribution missing
https://neomwellbeing.com/products/happiness-travel-scented-candle,Offer,recommended,seller,Offer has no seller attribution
https://neomwellbeing.com/products/happiness-travel-scented-candle,Offer,recommended,itemCondition,Offer has no new/used condition declared
https://neomwellbeing.com/products/happiness-travel-scented-candle,Offer,recommended,url,Offer has no purchase URL; agents cannot deep-link to checkout
https://neomwellbeing.com/products/happiness-travel-scented-candle,Product,recommended,aggregateRating,Product has no rating signal for ranking
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,jsonLd,location,byteOffset,jsonLd is present in served HTML but starts at byte 470366 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,microdata,location,byteOffset,microdata is present in served HTML but starts at byte 343546 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,Product,recommended,description,Product has no description; AI shopping agents have nothing to summarise
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,Product,recommended,sku,Product cannot be uniquely identified across catalogues
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,Product,recommended,brand,Product brand attribution missing
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,Offer,recommended,seller,Offer has no seller attribution
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,Offer,recommended,itemCondition,Offer has no new/used condition declared
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,Offer,recommended,url,Offer has no purchase URL; agents cannot deep-link to checkout
https://neomwellbeing.com/products/perfect-nights-sleep-travel-scented-candle,Product,recommended,aggregateRating,Product has no rating signal for ranking
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,jsonLd,location,byteOffset,jsonLd is present in served HTML but starts at byte 470336 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,microdata,location,byteOffset,microdata is present in served HTML but starts at byte 344084 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,Product,recommended,description,Product has no description; AI shopping agents have nothing to summarise
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,Product,recommended,sku,Product cannot be uniquely identified across catalogues
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,Product,recommended,brand,Product brand attribution missing
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,Offer,recommended,seller,Offer has no seller attribution
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,Offer,recommended,itemCondition,Offer has no new/used condition declared
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,Offer,recommended,url,Offer has no purchase URL; agents cannot deep-link to checkout
https://neomwellbeing.com/products/complete-bliss-travel-scented-candle,Product,recommended,aggregateRating,Product has no rating signal for ranking
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,jsonLd,location,byteOffset,jsonLd is present in served HTML but starts at byte 466971 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,microdata,location,byteOffset,microdata is present in served HTML but starts at byte 342112 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,Product,recommended,description,Product has no description; AI shopping agents have nothing to summarise
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,Product,recommended,sku,Product cannot be uniquely identified across catalogues
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,Product,recommended,brand,Product brand attribution missing
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,Offer,recommended,seller,Offer has no seller attribution
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,Offer,recommended,itemCondition,Offer has no new/used condition declared
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,Offer,recommended,url,Offer has no purchase URL; agents cannot deep-link to checkout
https://neomwellbeing.com/products/real-luxury-travel-scented-candle,Product,recommended,aggregateRating,Product has no rating signal for ranking
https://neomwellbeing.com/products/happiness-luxury-scented-candle,jsonLd,location,byteOffset,jsonLd is present in served HTML but starts at byte 488851 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/happiness-luxury-scented-candle,microdata,location,byteOffset,microdata is present in served HTML but starts at byte 351552 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/happiness-luxury-scented-candle,Product,recommended,description,Product has no description; AI shopping agents have nothing to summarise
https://neomwellbeing.com/products/happiness-luxury-scented-candle,Product,recommended,sku,Product cannot be uniquely identified across catalogues
https://neomwellbeing.com/products/happiness-luxury-scented-candle,Product,recommended,brand,Product brand attribution missing
https://neomwellbeing.com/products/happiness-luxury-scented-candle,Offer,recommended,seller,Offer has no seller attribution
https://neomwellbeing.com/products/happiness-luxury-scented-candle,Offer,recommended,itemCondition,Offer has no new/used condition declared
https://neomwellbeing.com/products/happiness-luxury-scented-candle,Offer,recommended,url,Offer has no purchase URL; agents cannot deep-link to checkout
https://neomwellbeing.com/products/happiness-luxury-scented-candle,Product,recommended,aggregateRating,Product has no rating signal for ranking
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,jsonLd,location,byteOffset,jsonLd is present in served HTML but starts at byte 480530 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,microdata,location,byteOffset,microdata is present in served HTML but starts at byte 349320 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,Product,recommended,description,Product has no description; AI shopping agents have nothing to summarise
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,Product,recommended,sku,Product cannot be uniquely identified across catalogues
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,Product,recommended,brand,Product brand attribution missing
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,Offer,recommended,seller,Offer has no seller attribution
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,Offer,recommended,itemCondition,Offer has no new/used condition declared
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,Offer,recommended,url,Offer has no purchase URL; agents cannot deep-link to checkout
https://neomwellbeing.com/products/perfect-nights-sleep-bath-foam,Product,recommended,aggregateRating,Product has no rating signal for ranking
https://neomwellbeing.com/products/real-luxury-bath-foam,jsonLd,location,byteOffset,jsonLd is present in served HTML but starts at byte 474642 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/real-luxury-bath-foam,microdata,location,byteOffset,microdata is present in served HTML but starts at byte 346519 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://neomwellbeing.com/products/real-luxury-bath-foam,Product,recommended,description,Product has no description; AI shopping agents have nothing to summarise
https://neomwellbeing.com/products/real-luxury-bath-foam,Product,recommended,sku,Product cannot be uniquely identified across catalogues
https://neomwellbeing.com/products/real-luxury-bath-foam,Product,recommended,brand,Product brand attribution missing
https://neomwellbeing.com/products/real-luxury-bath-foam,Offer,recommended,seller,Offer has no seller attribution
https://neomwellbeing.com/products/real-luxury-bath-foam,Offer,recommended,itemCondition,Offer has no new/used condition declared
https://neomwellbeing.com/products/real-luxury-bath-foam,Offer,recommended,url,Offer has no purchase URL; agents cannot deep-link to checkout
https://neomwellbeing.com/products/real-luxury-bath-foam,Product,recommended,aggregateRating,Product has no rating signal for ranking
