URL,TotalIssues,Critical Issues,Serious Issues,Moderate Issues,Minor Issues,WCAG A Issues,WCAG AA Issues,WCAG AAA Issues,Accessibility Score,Missing ARIA Labels,Contrast Ratio Issues,Keyboard Navigation Issues
https://mx.allabout.network/,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/books/,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/learn/,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/services/,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/about/,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/books/introduction.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/books/the-author.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/services/our-services.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/about/printworks.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/books/handbook.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/books/protocols.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/services/our-approach.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/services/examples.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/about/contact.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/llms.txt,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/books/training-vs-inference.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/books/footnotes.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/learn/what-is-mx.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/learn/why-mx-matters.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/learn/key-principles.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/learn/benefits.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/learn/explicit-over-implicit.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/learn/common-mistakes.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/learn/mx-principles.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/learn/accessibility-ai-convergence.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/ai-mx-and-the-future-of-business.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/machine-experience-adding-metadata.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/what-is-machine-experience.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/mx-a-new-role.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/mx-manifesto.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/claude-joins-mx-community.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/designing-workflows-for-humans-and-machines.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/content-that-manages-itself.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/from-blobs-to-bots.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/llms-txt-guide.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/agent-discoverability-checklist.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/data-sovereignty.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/ai-assistant-side-notices.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/principles-changed-how-i-build.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/about.tom.cranstoun.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/about.claude.code.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/about.claude.sonnet.4.5.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/blog/about.microsoft.copilot.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/about/about.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/services/index.html,0,0,0,0,0,0,0,0,100.00,0,0,0
https://mx.allabout.network/about/index.html,0,0,0,0,0,0,0,0,100.00,0,0,0
