url,type,isNav,seo,a11y,accessibilityIssues,backend,served,rendered,loadTimeMs,msc,sdq,schemaTypes,hasOffer
https://neomwellbeing.com/agents.md,content,false,35,80,2,,58,58,190,11,0,,No
https://neomwellbeing.com/,nav,true,83,0,31,100,0,-16,2581,51,69,Organization; PostalAddress,n/a
https://neomwellbeing.com/products/complete-bliss-standard-scented-candle,content,false,90,0,20,100,0,0,2909,51,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/perfect-night-sleep-luxury-scented-candle,content,false,89,0,22,100,0,0,3638,49,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/perfect-nights-sleep-standard-scented-candle,content,false,88,0,21,100,0,0,2876,51,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/feel-refreshed-luxury-scented-candle,content,false,89,0,22,100,0,0,3039,49,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/real-luxury-standard-scented-candle,content,false,92,0,22,100,0,0,4087,51,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/products/feel-refreshed-standard-scented-candle,content,false,88,0,21,100,0,0,3107,51,76,Product; AggregateRating; Offer; Organization; PostalAddress; Brand; BreadcrumbList; ListItem,Yes
https://neomwellbeing.com/collections/gift-with-purchase,content,false,90,0,97,100,0,0,5305,57,69,Organization; PostalAddress; BreadcrumbList; ListItem,No
https://neomwellbeing.com/collections/body-wash,content,false,89,0,58,100,0,0,5447,52,69,Organization; PostalAddress; BreadcrumbList; ListItem,No
