timestamp,phase,step,decision_type,decision,rationale,data_source,confidence,outcome
2026-06-12T20:49:01.069Z,collect,start,phase_start,collect phase started,url=https://enhancely.ai pages=10 client=enhancely-ai date=2026-06-12,audit-pipeline.js,high,n-a
2026-06-12T20:49:01.070Z,collect,0,sitemap_discovery,audit-pipeline.js collect invoked,url=https://enhancely.ai pages=10 forceFresh=false client=enhancely-ai date=2026-06-12,audit-pipeline.js,high,n-a
2026-06-12T20:49:01.145Z,collect,cache-ttl,gate_result,Cache TTL prune (240h): Pruned 0 URL entries older than 240h; kept 233 fresh URL entries.,Age-based TTL is the only automatic cache-clear; within-TTL entries are reused for speed and fresh by definition,prune-cache.js,high,pass
2026-06-12T20:49:01.146Z,collect,1,anomaly,check-egress.js invoked,url=https://enhancely.ai,check-egress.js,high,n-a
2026-06-12T20:49:01.470Z,collect,1,anomaly,Egress clean,No VPN or DNS filter detected,check-egress.js,high,pass
2026-06-12T20:49:01.471Z,collect,2,sitemap_discovery,check-wellknown.js invoked,url=https://enhancely.ai,check-wellknown.js,high,n-a
2026-06-12T20:49:16.409Z,collect,2,sitemap_discovery,Well-known probe warned,Exit 1,check-wellknown.js,high,warn
2026-06-12T20:49:17.057Z,collect,2.5,sitemap_discovery,Sitemap-defect probe passed,Exit 0,check-sitemap-defects.js,high,pass
2026-06-12T20:49:17.058Z,collect,3,anomaly,Results dir cleared: mx-outputs/audit/2026-06-12/enhancely.ai/.infill,"Fresh run — stale CSVs removed, cache preserved",audit-pipeline.js,high,pass
2026-06-12T20:49:17.058Z,collect,3a,sitemap_discovery,check-ai-usage.js invoked,url=https://enhancely.ai,check-ai-usage.js,high,n-a
2026-06-12T20:49:20.632Z,collect,3a,sitemap_discovery,AI Usage Declaration probe warned,Exit 1,check-ai-usage.js,high,warn
2026-06-13T00:50:37.059Z,collect,start,phase_start,collect phase started,url=https://enhancely.ai pages=10 client=enhancely-ai date=2026-06-12,audit-pipeline.js,high,n-a
2026-06-13T00:50:37.059Z,collect,0,sitemap_discovery,audit-pipeline.js collect invoked,url=https://enhancely.ai pages=10 forceFresh=false client=enhancely-ai date=2026-06-12,audit-pipeline.js,high,n-a
2026-06-13T00:50:37.139Z,collect,cache-ttl,gate_result,Cache TTL prune (240h): Pruned 0 URL entries older than 240h; kept 249 fresh URL entries.,Age-based TTL is the only automatic cache-clear; within-TTL entries are reused for speed and fresh by definition,prune-cache.js,high,pass
2026-06-13T00:50:37.139Z,collect,1,anomaly,check-egress.js invoked,url=https://enhancely.ai,check-egress.js,high,n-a
2026-06-13T00:50:37.487Z,collect,1,anomaly,Egress clean,No VPN or DNS filter detected,check-egress.js,high,pass
2026-06-13T00:50:37.488Z,collect,2,sitemap_discovery,check-wellknown.js invoked,url=https://enhancely.ai,check-wellknown.js,high,n-a
2026-06-13T00:50:37.697Z,collect,2,sitemap_discovery,Well-known probe passed,Exit 0,check-wellknown.js,high,pass
2026-06-13T00:50:38.403Z,collect,2.5,sitemap_discovery,Sitemap-defect probe passed,Exit 0,check-sitemap-defects.js,high,pass
2026-06-13T00:50:38.405Z,collect,3,anomaly,Results dir cleared: mx-outputs/audit/2026-06-12/enhancely.ai/.infill,"Fresh run — stale CSVs removed, cache preserved",audit-pipeline.js,high,pass
2026-06-13T00:50:38.406Z,collect,3a,sitemap_discovery,check-ai-usage.js invoked,url=https://enhancely.ai,check-ai-usage.js,high,n-a
2026-06-13T00:50:38.622Z,collect,3a,sitemap_discovery,AI Usage Declaration probe passed,Exit 0,check-ai-usage.js,high,pass
2026-06-13T00:50:39.252Z,collect,4,sitemap_discovery,Sitemap: https://enhancely.ai/sitemap.xml,Responded HTTP 200 to HEAD request,https://enhancely.ai/sitemap.xml,high,pass
2026-06-13T00:50:39.255Z,collect,4b,sitemap_discovery,check-sitemap-anomaly.js invoked,url=https://enhancely.ai,check-sitemap-anomaly.js,high,n-a
2026-06-13T00:50:39.836Z,collect,4b,sitemap_discovery,Sitemap not flagged,no aggregator pattern,check-sitemap-anomaly.js,high,pass
2026-06-13T00:50:39.836Z,collect,5,sitemap_discovery,mx-reginald/audit/index.js invoked,entry=https://enhancely.ai/sitemap.xml htmlPagesRequested=10 crawlCap=12 (buffer=2 for non-HTML discovery files) forceFresh=false,mx-reginald/audit/index.js,high,n-a
2026-06-13T00:56:11.863Z,collect,5,score_summary,Crawler complete,Exit 0,mx-outputs/audit/2026-06-12/enhancely.ai/.infill,high,pass
2026-06-13T00:56:11.864Z,collect,5a,sitemap_discovery,discover-urls.js invoked,url=https://enhancely.ai out=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-06-12/enhancely.ai/.infill/discovery.json,discover-urls.js,high,n-a
2026-06-13T00:56:12.494Z,collect,5a,sitemap_discovery,Sitemap grading complete,discovery.json written — SITEMAP_* placeholders will be filled at report time,/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-06-12/enhancely.ai/.infill/discovery.json,high,pass
2026-06-13T00:56:12.494Z,collect,5b,sitemap_discovery,topup-pdfs-from-sitemap.js invoked,results=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-06-12/enhancely.ai/.infill,topup-pdfs-from-sitemap.js,high,n-a
2026-06-13T00:56:12.583Z,collect,5b,sitemap_discovery,Sitemap PDF topup complete,no append count parsed,topup-pdfs-from-sitemap.js,high,pass
2026-06-13T00:56:12.583Z,collect,5c,sitemap_discovery,capture-pdf-sample.js invoked,url=https://enhancely.ai out=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-06-12/enhancely.ai/.infill,capture-pdf-sample.js,high,n-a
2026-06-13T00:56:12.658Z,collect,5c,sitemap_discovery,PDF accessibility sample captured,no pdfCount parsed,capture-pdf-sample.js,high,pass
2026-06-13T00:56:12.658Z,collect,6,anomaly,error-page-test.js invoked,url=https://enhancely.ai,error-page-test.js,high,n-a
2026-06-13T00:56:13.425Z,collect,6,anomaly,Error page test passed,Exit 0,error-page-test.js,high,pass
2026-06-13T00:56:13.426Z,collect,7,agent_access,agent-access-test.js invoked,url=https://enhancely.ai out=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-06-12/enhancely.ai/.infill,agent-access-test.js,high,n-a
2026-06-13T00:56:38.802Z,collect,7,agent_access,Agent access test complete,Exit 0 — agent-access.json written to /Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-06-12/enhancely.ai/.infill,agent-access-test.js,high,pass
2026-06-13T00:56:38.803Z,collect,8,score_summary,check-served-rendered-gap.js invoked,resultsDir=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-06-12/enhancely.ai/.infill,check-served-rendered-gap.js,high,n-a
2026-06-13T00:56:38.884Z,collect,8,score_summary,No significant served/rendered gap,All AI suitability dimensions within 5-point threshold,mx-outputs/audit/2026-06-12/enhancely.ai/.infill/audit_averages.json,high,pass
2026-06-13T00:56:38.884Z,collect,8a,anomaly,slowest-page-probe.js invoked,resultsDir=/Users/tomcranstoun/Documents/GitHub/MX-hub/mx-outputs/audit/2026-06-12/enhancely.ai/.infill method=cache-busted-x3,slowest-page-probe.js,high,n-a
