timestamp,phase,step,decision_type,decision,rationale,data_source,confidence,outcome
2026-05-02T09:24:06.326Z,collect,start,phase_start,collect phase started,url=https://mx.allabout.network pages=70 client=mx-allabout-network date=2026-05-02,audit-pipeline.js,high,n-a
2026-05-02T09:24:06.326Z,collect,0,sitemap_discovery,audit-pipeline.js collect invoked,url=https://mx.allabout.network pages=70 forceFresh=false client=mx-allabout-network date=2026-05-02,audit-pipeline.js,high,n-a
2026-05-02T09:24:06.327Z,collect,1,anomaly,check-egress.js invoked,url=https://mx.allabout.network,check-egress.js,high,n-a
2026-05-02T09:24:06.491Z,collect,1,anomaly,Egress clean,No VPN or DNS filter detected,check-egress.js,high,pass
2026-05-02T09:24:06.491Z,collect,2,sitemap_discovery,check-wellknown.js invoked,url=https://mx.allabout.network,check-wellknown.js,high,n-a
2026-05-02T09:24:06.553Z,collect,2,sitemap_discovery,Well-known probe passed,Exit 0,check-wellknown.js,high,pass
2026-05-02T09:24:06.554Z,collect,3,anomaly,Results dir cleared: mx-audit/results/mx.allabout.network,"Fresh run — stale CSVs removed, cache preserved",audit-pipeline.js,high,pass
2026-05-02T09:24:06.986Z,collect,4,sitemap_discovery,Sitemap: https://mx.allabout.network/sitemap.xml,Responded HTTP 200 to HEAD request,https://mx.allabout.network/sitemap.xml,high,pass
2026-05-02T09:24:06.986Z,collect,5,sitemap_discovery,mx-audit/index.js invoked,entry=https://mx.allabout.network/sitemap.xml pages=70 forceFresh=false,mx-audit/index.js,high,n-a
2026-05-02T09:24:32.643Z,collect,5,score_summary,Crawler complete,Exit 0,mx-audit/results/mx.allabout.network,high,pass
2026-05-02T09:24:32.644Z,collect,6,anomaly,error-page-test.js invoked,url=https://mx.allabout.network,error-page-test.js,high,n-a
2026-05-02T09:24:33.039Z,collect,6,anomaly,Error page test passed,Exit 0,error-page-test.js,high,pass
2026-05-02T09:24:33.039Z,collect,7,agent_access,agent-access-test.js invoked,url=https://mx.allabout.network out=/Users/tomcranstoun/Documents/MX-hub/mx-audit/results/mx.allabout.network,agent-access-test.js,high,n-a
