Source URL,Target URL,Link Text,Link Type,Follow Type,HTTP Status,Redirect Chain,Content Type,In Navigation,Link Depth,Link Quality Score
https://neomwellbeing.com/,https://neomwellbeing.com/,Skip to content,Internal Page,Follow,ERR,,html,No,0,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/cart,CONTINUE TO CHECKOUT,Internal Page,Follow,ERR,,html,No,1,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/body-wash,NEW BODY WASHES. SHOP NOW.,Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/gift-with-purchase,FREE GIFTS WITH ORDERS £65+,Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/bestsellers,FREE  STANDARD UK DELIVERY ON ORDERS £60+,Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/essential-oil-blends,"Essential Oil Blends
                                                                Luxury essential oils
                                                            
                                                            SHOP OILS 


                                                        
                                                    
                                                            
                                                            Essential Oil Blends",Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/the-wellbeing-pod-mini,"Wellbeing Pod Mini+
                                                                To scent small spaces
                                                            
                                                            SHOP POD MINI+ 


                                                        
                                                    
                                                            
                                                            Wellbeing Pod Mini+",Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/the-wellbeing-pod,"Wellbeing Pod
                                                                To scent medium spaces
                                                            
                                                            SHOP POD 


                                                        
                                                    
                                                            
                                                            Wellbeing Pod",Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/wellbeing-pod-luxe,"Wellbeing Pod Luxe
                                                                To scent large spaces
                                                            
                                                            SHOP POD LUXE 


                                                        
                                                    
                                                            
                                                            Wellbeing Pod Luxe",Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/home-fragrance,Shop All Home Fragrance,Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/reed-diffusers,Reed Diffusers,Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/candles,Candles,Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/electric-diffusers,Wellbeing Pods,Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/mists,Room Spray,Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/sleep-mist,Sleep Mist,Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/bath-body,Shop All Bath & Body,Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/bath-oils-foams,Bath Foams & Milks,Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/body-oils-scrubs,"Body Oils, Milks, Scrubs & Polish",Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/travel,Travel Size,Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/body-washes-lotions,"Hand Balms, Washes & Lotions",Internal Page,Follow,ERR,,html,No,2,100.00
https://neomwellbeing.com/,https://neomwellbeing.com/collections/body-butter,Magnesium Body Butters,Internal Page,Follow,ERR,,html,No,2,100.00
