URL,Reason
https://www.contentful.com/sitemap,"Largest inline block exceeds the 500-byte threshold (CSS 0 B, JS 964948 B); externalising lets agents skip these in cheap fetches."
https://www.contentful.com/,"Largest inline block exceeds the 500-byte threshold (CSS 0 B, JS 3102186 B); externalising lets agents skip these in cheap fetches."
https://www.contentful.com/pricing/,"Largest inline block exceeds the 500-byte threshold (CSS 0 B, JS 331281 B); externalising lets agents skip these in cheap fetches."
https://www.contentful.com/contact/sales/,"Largest inline block exceeds the 500-byte threshold (CSS 0 B, JS 2080120 B); externalising lets agents skip these in cheap fetches."
https://www.contentful.com/products/platform/,"Largest inline block exceeds the 500-byte threshold (CSS 0 B, JS 312181 B); externalising lets agents skip these in cheap fetches."
https://www.contentful.com/products/personalization/,"Largest inline block exceeds the 500-byte threshold (CSS 0 B, JS 340794 B); externalising lets agents skip these in cheap fetches."
https://www.contentful.com/products/ai-actions/,"Largest inline block exceeds the 500-byte threshold (CSS 0 B, JS 304705 B); externalising lets agents skip these in cheap fetches."
https://www.contentful.com/products/analytics/,"Largest inline block exceeds the 500-byte threshold (CSS 0 B, JS 271215 B); externalising lets agents skip these in cheap fetches."
https://www.contentful.com/products/studio/,"Largest inline block exceeds the 500-byte threshold (CSS 0 B, JS 269009 B); externalising lets agents skip these in cheap fetches."
https://www.contentful.com/products/ecosystem/,"Largest inline block exceeds the 500-byte threshold (CSS 0 B, JS 281085 B); externalising lets agents skip these in cheap fetches."
https://www.contentful.com/marketplace/,"Largest inline block exceeds the 500-byte threshold (CSS 0 B, JS 301603 B); externalising lets agents skip these in cheap fetches."
https://www.contentful.com/products/personalization/ai-suggestions/,"Largest inline block exceeds the 500-byte threshold (CSS 0 B, JS 278909 B); externalising lets agents skip these in cheap fetches."
