URL,Schema Type,Severity,Property,Why It Matters
https://www.contentful.com/sitemap,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 18317. Agents that parse only the <head> will not see it.
https://www.contentful.com/sitemap,WebSite,recommended,image,Site has no logo / hero image declared in structured data
https://www.contentful.com/sitemap,WebSite,recommended,datePublished,No site-level publish date for crawler context
https://www.contentful.com/sitemap,WebSite,recommended,author,Site has no top-level author/owner declared
https://www.contentful.com/sitemap,WebSite,recommended,publisher,Site has no top-level publisher declared
https://www.contentful.com/,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 21945. Agents that parse only the <head> will not see it.
https://www.contentful.com/,WebSite,recommended,image,Site has no logo / hero image declared in structured data
https://www.contentful.com/,WebSite,recommended,datePublished,No site-level publish date for crawler context
https://www.contentful.com/,WebSite,recommended,author,Site has no top-level author/owner declared
https://www.contentful.com/,WebSite,recommended,publisher,Site has no top-level publisher declared
https://www.contentful.com/pricing/,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 20493. Agents that parse only the <head> will not see it.
https://www.contentful.com/pricing/,WebSite,recommended,image,Site has no logo / hero image declared in structured data
https://www.contentful.com/pricing/,WebSite,recommended,datePublished,No site-level publish date for crawler context
https://www.contentful.com/pricing/,WebSite,recommended,author,Site has no top-level author/owner declared
https://www.contentful.com/pricing/,WebSite,recommended,publisher,Site has no top-level publisher declared
https://www.contentful.com/contact/sales/,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 20236. Agents that parse only the <head> will not see it.
https://www.contentful.com/contact/sales/,WebSite,recommended,image,Site has no logo / hero image declared in structured data
https://www.contentful.com/contact/sales/,WebSite,recommended,datePublished,No site-level publish date for crawler context
https://www.contentful.com/contact/sales/,WebSite,recommended,author,Site has no top-level author/owner declared
https://www.contentful.com/contact/sales/,WebSite,recommended,publisher,Site has no top-level publisher declared
https://www.contentful.com/products/platform/,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 20665. Agents that parse only the <head> will not see it.
https://www.contentful.com/products/platform/,openGraph,location,byteOffset,openGraph is present in served HTML but starts at byte 552369 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://www.contentful.com/products/platform/,twitterCard,location,byteOffset,twitterCard is present in served HTML but starts at byte 552895 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://www.contentful.com/products/platform/,canonical,location,byteOffset,canonical is present in served HTML but starts at byte 552293 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://www.contentful.com/products/platform/,WebSite,recommended,image,Site has no logo / hero image declared in structured data
https://www.contentful.com/products/platform/,WebSite,recommended,datePublished,No site-level publish date for crawler context
https://www.contentful.com/products/platform/,WebSite,recommended,author,Site has no top-level author/owner declared
https://www.contentful.com/products/platform/,WebSite,recommended,publisher,Site has no top-level publisher declared
https://www.contentful.com/products/personalization/,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 21198. Agents that parse only the <head> will not see it.
https://www.contentful.com/products/personalization/,WebSite,recommended,image,Site has no logo / hero image declared in structured data
https://www.contentful.com/products/personalization/,WebSite,recommended,datePublished,No site-level publish date for crawler context
https://www.contentful.com/products/personalization/,WebSite,recommended,author,Site has no top-level author/owner declared
https://www.contentful.com/products/personalization/,WebSite,recommended,publisher,Site has no top-level publisher declared
https://www.contentful.com/products/ai-actions/,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 21840. Agents that parse only the <head> will not see it.
https://www.contentful.com/products/ai-actions/,WebSite,recommended,image,Site has no logo / hero image declared in structured data
https://www.contentful.com/products/ai-actions/,WebSite,recommended,datePublished,No site-level publish date for crawler context
https://www.contentful.com/products/ai-actions/,WebSite,recommended,author,Site has no top-level author/owner declared
https://www.contentful.com/products/ai-actions/,WebSite,recommended,publisher,Site has no top-level publisher declared
https://www.contentful.com/products/analytics/,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 21099. Agents that parse only the <head> will not see it.
https://www.contentful.com/products/analytics/,WebSite,recommended,image,Site has no logo / hero image declared in structured data
https://www.contentful.com/products/analytics/,WebSite,recommended,datePublished,No site-level publish date for crawler context
https://www.contentful.com/products/analytics/,WebSite,recommended,author,Site has no top-level author/owner declared
https://www.contentful.com/products/analytics/,WebSite,recommended,publisher,Site has no top-level publisher declared
https://www.contentful.com/products/studio/,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 19034. Agents that parse only the <head> will not see it.
https://www.contentful.com/products/studio/,openGraph,location,byteOffset,openGraph is present in served HTML but starts at byte 456439 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://www.contentful.com/products/studio/,twitterCard,location,byteOffset,twitterCard is present in served HTML but starts at byte 456962 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://www.contentful.com/products/studio/,canonical,location,byteOffset,canonical is present in served HTML but starts at byte 456365 — past the 250 KB agent-truncation threshold. Agents with a 250 KB fetch window will not reach it.
https://www.contentful.com/products/studio/,WebSite,recommended,image,Site has no logo / hero image declared in structured data
https://www.contentful.com/products/studio/,WebSite,recommended,datePublished,No site-level publish date for crawler context
https://www.contentful.com/products/studio/,WebSite,recommended,author,Site has no top-level author/owner declared
https://www.contentful.com/products/studio/,WebSite,recommended,publisher,Site has no top-level publisher declared
https://www.contentful.com/products/ecosystem/,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 22187. Agents that parse only the <head> will not see it.
https://www.contentful.com/products/ecosystem/,WebSite,recommended,image,Site has no logo / hero image declared in structured data
https://www.contentful.com/products/ecosystem/,WebSite,recommended,datePublished,No site-level publish date for crawler context
https://www.contentful.com/products/ecosystem/,WebSite,recommended,author,Site has no top-level author/owner declared
https://www.contentful.com/products/ecosystem/,WebSite,recommended,publisher,Site has no top-level publisher declared
https://www.contentful.com/marketplace/,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 19950. Agents that parse only the <head> will not see it.
https://www.contentful.com/marketplace/,WebSite,recommended,image,Site has no logo / hero image declared in structured data
https://www.contentful.com/marketplace/,WebSite,recommended,datePublished,No site-level publish date for crawler context
https://www.contentful.com/marketplace/,WebSite,recommended,author,Site has no top-level author/owner declared
https://www.contentful.com/marketplace/,WebSite,recommended,publisher,Site has no top-level publisher declared
https://www.contentful.com/products/personalization/ai-suggestions/,jsonLd,location,outside-head,jsonLd is present in served HTML but emitted inside <body> at byte 22535. Agents that parse only the <head> will not see it.
https://www.contentful.com/products/personalization/ai-suggestions/,WebSite,recommended,image,Site has no logo / hero image declared in structured data
https://www.contentful.com/products/personalization/ai-suggestions/,WebSite,recommended,datePublished,No site-level publish date for crawler context
https://www.contentful.com/products/personalization/ai-suggestions/,WebSite,recommended,author,Site has no top-level author/owner declared
https://www.contentful.com/products/personalization/ai-suggestions/,WebSite,recommended,publisher,Site has no top-level publisher declared
